iter	MultiClass
132	0.4002006111
133	0.3998764908
134	0.3996324625
135	0.3993703417
136	0.3988577702
137	0.3985490096
138	0.3982080784
139	0.3976287444
140	0.397223617
141	0.3966984853
142	0.3958073218
143	0.395303639
144	0.3949532136
145	0.3947685067
146	0.3943160326
147	0.3939376485
148	0.3932418842
149	0.3929041502
150	0.392612637
151	0.3922422374
152	0.3918760547
153	0.391187908
154	0.3905701278
155	0.3899800767
156	0.3893935991
157	0.388955942
158	0.3885451125
159	0.3879892888
160	0.3876611511
161	0.3873354067
162	0.3868439174
163	0.3862752726
164	0.3860101817
165	0.3853743447
166	0.3850549801
167	0.3846652283
168	0.3844387265
169	0.3838176683
170	0.3834747169
171	0.3832150881
172	0.3828925951
173	0.3825756646
174	0.3821587014
175	0.3818783139
176	0.3815251219
177	0.3812621985
178	0.3810096052
179	0.3807223534
180	0.3804395695
181	0.3796508136
182	0.3792996737
183	0.3788291372
184	0.3786777683
185	0.3782105911
186	0.3780257956
187	0.377397573
188	0.3771123324
189	0.3767063996
190	0.3764604516
191	0.3761307588
192	0.3758770116
193	0.375568884
194	0.3752059355
195	0.3749481245
196	0.3745166997
197	0.3740690146
198	0.3737114691
199	0.3733591143
200	0.3731249486
201	0.3728466258
202	0.3724045381
203	0.3721080269
204	0.3718950509
205	0.3714936031
206	0.3711047995
207	0.3709022097
208	0.3704892292
209	0.3703218801
210	0.3701928355
211	0.3698063391
212	0.3693789856
213	0.3690825333
214	0.3688245201
215	0.3685960289
216	0.3682677514
217	0.3679094062
218	0.3676126513
219	0.3671679979
220	0.3668943529
221	0.3666518068
222	0.3664421437
223	0.3662028478
224	0.3659905005
225	0.3655645531
226	0.3652908454
227	0.3649374656
228	0.3645524723
229	0.3642363256
230	0.3638239411
231	0.3632233489
232	0.3630793668
233	0.3628138478
234	0.3625228539
235	0.362276914
236	0.3621000491
237	0.3618257462
238	0.3614754283
239	0.3612724425
240	0.3609948097
241	0.3605892829
242	0.3604192925
243	0.3601180358
244	0.3598984587
245	0.3595637054
246	0.3592265625
247	0.3589733249
248	0.3587480224
249	0.3585553129
250	0.3580942951
251	0.3575367923
252	0.3573502601
253	0.3570130616
254	0.3567329272
255	0.3562847361
256	0.3559021013
257	0.3556750992
258	0.3554065183
259	0.3550153298
260	0.3547069815
261	0.354458861
262	0.3540717873
263	0.353659573
264	0.353383129
265	0.3532589474
266	0.3528763174
267	0.3524287313
268	0.3521256461
269	0.3516436263
270	0.3513572595
271	0.3509051028
272	0.3506093771
273	0.35026624
274	0.3500137398
275	0.3494493471
276	0.3491855294
277	0.3487965626
278	0.3485366387
279	0.3480179432
280	0.3477726836
281	0.3475792558
282	0.3474089229
283	0.3473062244
284	0.3468214602
285	0.3464418324
286	0.3460282352
287	0.3458399362
288	0.3456812889
289	0.3455176378
290	0.345232606
291	0.3447893794
292	0.344354624
293	0.3437109843
294	0.343339371
295	0.3430174597
296	0.3427056344
297	0.3425387652
298	0.3422920442
299	0.3421582015
300	0.3416607245
301	0.34127681
302	0.3409770751
303	0.3407108747
304	0.3404133387
305	0.3401771296
306	0.3398317368
307	0.3396442345
308	0.3393698977
309	0.3390496528
310	0.3387570899
311	0.3382193919
312	0.3379130605
313	0.3377185787
314	0.3373317035
315	0.3370047696
316	0.3366749019
317	0.3364056479
318	0.3359875163
319	0.335721435
320	0.335614712
321	0.3354813617
322	0.335106398
323	0.3347793345
324	0.3345761437
325	0.3343289135
326	0.3340399036
327	0.3338700862
328	0.333672071
329	0.3334093636
330	0.3331184898
331	0.3329289144
332	0.3327103993
333	0.3324503806
334	0.3322584248
335	0.3320081816
336	0.3318328994
337	0.3314703204
338	0.3312145702
339	0.3310001752
340	0.3308844566
341	0.3306527199
342	0.3304947261
343	0.3302430027
344	0.3299895508
345	0.3296968624
346	0.3293675615
347	0.3288926429
348	0.3284936744
349	0.3282363205
350	0.3279843233
351	0.3277295047
352	0.3274837586
353	0.327241743
354	0.3268019296
355	0.3265463501
356	0.3261351038
357	0.325771183
358	0.3254988095
359	0.3252546969
360	0.3248485716
361	0.324632428
362	0.3244056143
363	0.3240565681
364	0.3237868955
365	0.3234824019
366	0.323255582
367	0.3229493314
368	0.3227307242
369	0.3223671726
370	0.3220602331
371	0.3217239309
372	0.3213683118
373	0.3210718718
374	0.3208028415
375	0.3205822577
376	0.3203969403
377	0.3202822926
378	0.3199835529
379	0.3197715747
380	0.3195003766
381	0.3192753086
382	0.3189887113
383	0.318833959
384	0.3186191538
385	0.3184194066
386	0.3182031005
387	0.318032829
388	0.3178370852
389	0.3175821025
390	0.317402597
391	0.3170537861
392	0.3168584392
393	0.3167401601
394	0.3163038078
395	0.3160375714
396	0.3159460405
397	0.315623413
398	0.3155354928
399	0.3152508888
400	0.315011119
401	0.3148698941
402	0.3144448967
403	0.3141829704
404	0.3139195053
405	0.3137996968
406	0.3137239763
407	0.3134201173
408	0.3131706044
409	0.3128256299
410	0.3126169813
411	0.3122378236
412	0.3120929937
413	0.311652761
414	0.3112383954
415	0.3110188414
416	0.3107114829
417	0.310357579
418	0.310186066
419	0.3097991712
420	0.3096351734
421	0.3094621531
422	0.3091650603
423	0.3089216411
424	0.3086784839
425	0.3084342502
426	0.3081844623
427	0.3079519046
428	0.3076246787
429	0.3074014656
430	0.3071742349
431	0.3070670256
432	0.3068366867
433	0.3064890754
434	0.3060926657
435	0.3057611644
436	0.3054944037
437	0.3052814466
438	0.3050023847
439	0.3046722751
440	0.3045660297
441	0.30436047
442	0.304172429
443	0.3038536071
444	0.3037346172
445	0.30354556
446	0.3034225207
447	0.3031360248
448	0.3027777495
449	0.3026131475
450	0.3022018519
451	0.3020658296
452	0.3017713279
453	0.3016493971
454	0.3013686661
455	0.3012031386
456	0.3009604235
457	0.3007332111
458	0.3005940352
459	0.3003692868
460	0.300086778
461	0.2998329945
462	0.2995910289
463	0.299440378
464	0.29913031
465	0.2989324392
466	0.2986068645
467	0.2984563532
468	0.2980733806
469	0.2977613054
470	0.2975382816
471	0.2972687747
472	0.2969197649
473	0.2967193985
474	0.296443313
475	0.2961274352
476	0.2957348337
477	0.2954909331
478	0.2951338593
479	0.2947928047
480	0.2945725498
481	0.2943479641
482	0.2940993971
483	0.2938946056
484	0.2935407324
485	0.2933560991
486	0.2931532416
487	0.2929668305
488	0.2926771788
489	0.2925413491
490	0.2922116545
491	0.29191441
492	0.2916602077
493	0.291452815
494	0.2911400602
495	0.290955689
496	0.2905658606
497	0.2903173729
498	0.2900362025
499	0.2897954515
500	0.2895057387
501	0.2891069563
502	0.2888505308
503	0.2887223934
504	0.2885340148
505	0.2881047215
506	0.2878712477
507	0.2876568441
508	0.2875739086
509	0.2874891654
510	0.2873050117
511	0.2871029763
512	0.2869128024
513	0.2867215316
514	0.2865613507
515	0.2863614114
516	0.2860721253
517	0.2857762933
518	0.2856545238
519	0.2854448857
520	0.2852077631
521	0.2848842387
522	0.2847219381
523	0.2845492686
524	0.2843377616
525	0.2841368946
526	0.2841065584
527	0.2840583496
528	0.2838370823
529	0.2836337459
530	0.2834324511
531	0.2833244243
532	0.2831949678
533	0.2830747339
534	0.2828891379
535	0.2826517814
536	0.2824685194
537	0.282316254
538	0.2821936984
539	0.281908966
540	0.281775566
541	0.2815923044
542	0.2814290195
543	0.2811945852
544	0.2810647084
545	0.2809132055
546	0.2806749472
547	0.2803793516
548	0.2799117532
549	0.2795673598
550	0.2793670889
551	0.2791698524
552	0.2790554087
553	0.2788358142
554	0.2785523564
555	0.2783685652
556	0.2781122711
557	0.2780410601
558	0.2778319002
559	0.2776403329
560	0.277523846
561	0.2773360002
562	0.2769310565
563	0.2766823025
564	0.2764615893
565	0.2762822618
566	0.2760616258
567	0.2758706361
568	0.2757294109
569	0.2754125879
570	0.2752330087
571	0.274961052
572	0.2747053473
573	0.2745586919
574	0.2743008494
575	0.274194335
576	0.2739410803
577	0.2736068932
578	0.2734064509
579	0.2730699817
580	0.2728249427
581	0.2726061299
582	0.2723818728
583	0.2722493321
584	0.272057558
585	0.2720077327
586	0.2717959317
587	0.2716174262
588	0.2714549344
589	0.271259079
590	0.2710947396
591	0.2707664433
592	0.2705452763
593	0.2704232585
594	0.2701821282
595	0.2699110076
596	0.2696931372
597	0.269610299
598	0.269504239
599	0.2693396395
600	0.2691210158
601	0.2688873369
602	0.2686269972
603	0.268494932
604	0.2682757911
605	0.268051007
606	0.2678299121
607	0.2674892211
608	0.2672681795
609	0.2671372941
610	0.2669242696
611	0.2666660299
612	0.266512509
613	0.2662130246
614	0.2660513787
615	0.2659525338
616	0.265779729
617	0.2655957296
618	0.2653594539
619	0.2652214978
620	0.2649702776
621	0.2647965101
622	0.2646863185
623	0.2645209665
624	0.2643807876
625	0.2641979987
626	0.2639739512
627	0.2638347685
628	0.2637473513
629	0.2635058558
630	0.2632460362
631	0.2630136532
632	0.262839769
633	0.2625494205
634	0.2623881398
635	0.2621302822
636	0.2619074851
637	0.2617681786
638	0.2616112037
639	0.2614359778
640	0.2613070026
641	0.2611900001
642	0.2610534498
643	0.260751455
644	0.2605697049
645	0.2603518819
646	0.2601511914
647	0.2599177246
648	0.2596084484
649	0.2593500773
650	0.2592759109
651	0.2590219021
652	0.2587751394
653	0.2586044815
654	0.2582611747
655	0.2580672648
656	0.2577156666
657	0.25753796
658	0.2573824438
659	0.2570917591
660	0.2567944023
661	0.25659596
662	0.2564391365
663	0.2563235913
664	0.2562259189
665	0.2561101297
666	0.2559530134
667	0.2557749203
668	0.2556623008
669	0.2555817441
670	0.2553997864
671	0.2551650555
672	0.2549909252
673	0.2548428016
674	0.2546970686
675	0.2545827963
676	0.2544397229
677	0.2542777513
678	0.254002624
679	0.2538502652
680	0.2536204077
681	0.2535033397
682	0.253190071
683	0.2530999153
684	0.2528730791
685	0.2527662319
686	0.2525544792
687	0.252365077
688	0.2521668589
689	0.2520148904
690	0.2518850056
691	0.251717645
692	0.2515130457
693	0.2514419992
694	0.2512046199
695	0.2510176854
696	0.2508403979
697	0.2505765624
698	0.25036144
699	0.2501760858
700	0.250039089
701	0.2498081465
702	0.2496961275
703	0.2495690264
704	0.2493903794
705	0.2490616461
706	0.2489687827
707	0.2487857289
708	0.2485599177
709	0.2483748896
710	0.2481479041
711	0.2480343
712	0.2479254069
713	0.2476074079
714	0.247439642
715	0.2472561036
716	0.2471006861
717	0.2468429887
718	0.246710309
719	0.246474638
720	0.2463580875
721	0.2461674572
722	0.2460700339
723	0.2458291465
724	0.2457579981
725	0.2455513037
726	0.2453511909
727	0.245150469
728	0.245064633
729	0.2448249451
730	0.2447253956
731	0.2444721611
732	0.2442913818
733	0.2441687571
734	0.2440051733
735	0.243875111
736	0.2437787478
737	0.2436135476
738	0.2434485734
739	0.2433725124
740	0.2431768459
741	0.2429683007
742	0.2428728492
743	0.2427169354
744	0.2424543842
745	0.2422167976
746	0.2419598344
747	0.2417670858
748	0.2416582789
749	0.2415333452
750	0.2412520155
751	0.2411205701
752	0.2409475523
753	0.2407979202
754	0.2406410009
755	0.2403401613
756	0.2402147031
757	0.2400428291
758	0.2398978365
759	0.2397678241
760	0.2396309825
761	0.2394581623
762	0.2393230658
763	0.2391712221
764	0.2389530825
765	0.2387711273
766	0.2385691392
767	0.2384260152
768	0.2382064693
769	0.2380853248
770	0.2378588489
771	0.2375454036
772	0.2373601146
773	0.2372055593
774	0.2370064656
775	0.2367821078
776	0.2365976175
777	0.2364375024
778	0.2363890816
779	0.2362251203
780	0.2361242733
781	0.2359892825
782	0.2357311665
783	0.235499825
784	0.2352428638
785	0.2351233419
786	0.2350510782
787	0.2348180845
788	0.2346206597
789	0.2345041857
790	0.2344231978
791	0.2342768717
792	0.2341967808
793	0.2340654839
794	0.2339340575
795	0.2338080746
796	0.2336526689
797	0.2333851348
798	0.2331724786
799	0.2329611035
800	0.2328501747
801	0.2326323376
802	0.232463562
803	0.2323275351
804	0.232194227
805	0.2319449678
806	0.2317727009
807	0.2316870759
808	0.2315642839
809	0.2313179382
810	0.2311537555
811	0.2309166858
812	0.2307549028
813	0.2306824254
814	0.2305131347
815	0.2303395065
816	0.2302680569
817	0.2302073306
818	0.2299842573
819	0.2298051881
820	0.2296460115
821	0.229446745
822	0.2293174143
823	0.2292571548
824	0.229097925
825	0.2289798847
826	0.2288663258
827	0.2286609804
828	0.2285492645
829	0.2284426263
830	0.2282762334
831	0.2281711575
832	0.228048947
833	0.2278919911
834	0.227730305
835	0.2276357511
836	0.2275154598
837	0.2273219888
838	0.2272333202
839	0.2270267191
840	0.2269089583
841	0.2267388038
842	0.2265624845
843	0.2264194766
844	0.2262772387
845	0.2261028767
846	0.2259181045
847	0.2257053216
848	0.2255037715
849	0.2254388608
850	0.2253428934
851	0.2251671611
852	0.2249796094
853	0.2248214904
854	0.2246882753
855	0.2246084122
856	0.2244032569
857	0.224292045
858	0.2241892923
859	0.2239712372
860	0.2238360657
861	0.2235959959
862	0.2234896898
863	0.2233965691
864	0.2233372146
865	0.2232000048
866	0.2231194141
867	0.2230032682
868	0.2228721915
869	0.2227380063
870	0.222594202
871	0.2225186524
872	0.2223545601
873	0.2221686317
874	0.2220835531
875	0.2219060566
876	0.2218280236
877	0.2217136032
878	0.2216413045
879	0.2214064895
880	0.221262542
881	0.221115424
882	0.2209773481
883	0.2208969567
884	0.2207467799
885	0.220652192
886	0.2204415619
887	0.220144979
888	0.2200910044
889	0.2198700777
890	0.2196951539
891	0.2195104735
892	0.2192606355
893	0.2191502434
894	0.219072167
895	0.219007017
896	0.2189155458
897	0.2187753572
898	0.2186308005
899	0.2185454079
900	0.2184103474
901	0.2182729956
902	0.218139596
903	0.2179829864
904	0.2178899539
905	0.21772473
906	0.2173943303
907	0.2172391942
908	0.2170823255
909	0.2168954501
910	0.2167629743
911	0.2166059337
912	0.2165039351
913	0.2162859741
914	0.2161937463
915	0.2161025394
916	0.215950648
917	0.2158159858
918	0.2156896132
919	0.2155347911
920	0.215447957
921	0.2153727348
922	0.2152552998
923	0.2151894116
924	0.2150918459
925	0.2150381537
926	0.2148582776
927	0.2147177971
928	0.2146069115
929	0.2143729004
930	0.2141773577
931	0.2140521861
932	0.2139506844
933	0.2138860296
934	0.2137662126
935	0.2135869656
936	0.2133338579
937	0.213163904
938	0.2129801181
939	0.2129196619
940	0.2128327306
941	0.2126918295
942	0.2125469152
943	0.2123999239
944	0.2122738463
945	0.2121976722
946	0.2120717696
947	0.2117925418
948	0.2116394974
949	0.2115305789
950	0.2113985717
951	0.211298508
952	0.2111699241
953	0.2109829847
954	0.2108925423
955	0.2107673375
956	0.210671028
957	0.2105795651
958	0.210456795
959	0.2102969326
960	0.2102174975
961	0.2099505184
962	0.2097741081
963	0.209701408
964	0.2096136808
965	0.2094312466
966	0.2092227681
967	0.2091305146
968	0.2090706427
969	0.2090134527
970	0.2089032015
971	0.2088002351
972	0.2086591335
973	0.2086326367
974	0.2085408138
975	0.2084576561
976	0.2082661262
977	0.2081152684
978	0.2080461822
979	0.2079578238
980	0.2078373905
981	0.2077461291
982	0.2075826044
983	0.2073979119
984	0.2072696375
985	0.2071322477
986	0.2069125946
987	0.2067623134
988	0.2066589032
989	0.2064932999
990	0.206376138
991	0.2062825788
992	0.2061431061
993	0.2059447364
994	0.2058005969
995	0.2056679951
996	0.2055857486
997	0.2054379342
998	0.2052913961
999	0.2051251009
