iter	Passed	Remaining
203	1380	5385
204	1384	5370
205	1389	5354
206	1392	5333
207	1395	5313
208	1398	5292
209	1402	5275
210	1406	5257
211	1409	5239
212	1413	5221
213	1416	5202
214	1419	5181
215	1422	5162
216	1425	5143
217	1428	5122
218	1430	5102
219	1433	5083
220	1436	5064
221	1440	5046
222	1442	5027
223	1446	5010
224	1450	4996
225	1454	4980
226	1458	4965
227	1461	4949
228	1467	4940
229	1472	4929
230	1476	4913
231	1479	4899
232	1485	4888
233	1488	4872
234	1492	4859
235	1496	4843
236	1501	4832
237	1504	4816
238	1508	4801
239	1511	4787
240	1515	4772
241	1519	4758
242	1522	4741
243	1525	4726
244	1528	4710
245	1531	4693
246	1534	4677
247	1537	4661
248	1540	4646
249	1543	4630
250	1546	4614
251	1550	4600
252	1553	4587
253	1557	4573
254	1560	4559
255	1563	4543
256	1566	4529
257	1569	4514
258	1572	4499
259	1577	4488
260	1581	4477
261	1584	4463
262	1587	4448
263	1590	4435
264	1595	4424
265	1598	4411
266	1601	4396
267	1604	4381
268	1607	4368
269	1610	4355
270	1613	4341
271	1616	4327
272	1619	4313
273	1623	4300
274	1626	4287
275	1629	4274
276	1632	4261
277	1635	4248
278	1638	4235
279	1642	4222
280	1645	4209
281	1647	4195
282	1650	4182
283	1653	4169
284	1656	4155
285	1659	4143
286	1662	4130
287	1665	4116
288	1668	4103
289	1671	4091
290	1674	4079
291	1677	4067
292	1680	4054
293	1683	4043
294	1687	4032
295	1690	4021
296	1693	4009
297	1696	3997
298	1700	3986
299	1703	3974
300	1706	3963
301	1710	3952
302	1712	3939
303	1715	3927
304	1718	3915
305	1722	3906
306	1725	3895
307	1728	3883
308	1731	3872
309	1734	3861
310	1738	3852
311	1743	3843
312	1745	3831
313	1748	3819
314	1751	3809
315	1756	3802
316	1760	3792
317	1762	3780
318	1765	3768
319	1768	3758
320	1773	3750
321	1776	3741
322	1779	3730
323	1783	3720
324	1787	3712
325	1791	3704
326	1794	3693
327	1797	3681
328	1800	3671
329	1804	3663
330	1807	3653
331	1810	3642
332	1813	3632
333	1817	3623
334	1821	3616
335	1824	3606
336	1827	3595
337	1830	3585
338	1834	3576
339	1837	3567
340	1840	3557
341	1843	3546
342	1846	3536
343	1849	3526
344	1852	3517
345	1855	3507
346	1859	3499
347	1862	3489
348	1864	3478
349	1867	3468
350	1870	3458
351	1874	3451
352	1878	3442
353	1881	3434
354	1885	3425
355	1888	3415
356	1890	3405
357	1893	3395
358	1896	3387
359	1901	3379
360	1905	3373
361	1908	3363
362	1911	3354
363	1914	3344
364	1917	3335
365	1920	3326
366	1923	3317
367	1926	3307
368	1929	3299
369	1932	3290
370	1935	3281
371	1938	3273
372	1942	3265
373	1945	3256
374	1948	3248
375	1951	3239
376	1954	3230
377	1957	3221
378	1960	3212
379	1963	3202
380	1966	3194
381	1969	3186
382	1972	3177
383	1975	3168
384	1977	3159
385	1981	3151
386	1984	3143
387	1987	3135
388	1990	3126
389	1993	3118
390	1996	3110
391	2000	3102
392	2003	3094
393	2006	3086
394	2009	3077
395	2012	3068
396	2015	3061
397	2018	3053
398	2021	3044
399	2024	3036
400	2027	3028
401	2030	3020
402	2033	3012
403	2036	3004
404	2039	2996
405	2042	2988
406	2045	2980
407	2048	2972
408	2051	2964
409	2054	2956
410	2057	2948
411	2060	2940
412	2064	2934
413	2067	2926
414	2070	2918
415	2073	2910
416	2076	2903
417	2080	2896
418	2082	2888
419	2085	2880
420	2089	2873
421	2091	2865
422	2095	2858
423	2098	2850
424	2101	2842
425	2104	2835
426	2107	2827
427	2110	2820
428	2113	2813
429	2116	2805
430	2118	2797
431	2121	2789
432	2124	2781
433	2127	2774
434	2130	2767
435	2134	2760
436	2137	2753
437	2140	2746
438	2144	2740
439	2147	2733
440	2150	2725
441	2153	2718
442	2156	2711
443	2159	2704
444	2162	2696
445	2165	2689
446	2167	2682
447	2170	2674
448	2173	2667
449	2177	2660
450	2179	2653
451	2182	2646
452	2185	2638
453	2188	2631
454	2191	2625
455	2194	2618
456	2198	2611
457	2201	2604
458	2203	2597
459	2206	2590
460	2209	2583
461	2212	2576
462	2215	2569
463	2218	2562
464	2220	2555
465	2224	2548
466	2227	2542
467	2230	2535
468	2233	2528
469	2235	2521
470	2239	2514
471	2242	2508
472	2245	2501
473	2248	2494
474	2250	2487
475	2253	2480
476	2257	2474
477	2260	2468
478	2263	2461
479	2265	2454
480	2268	2448
481	2272	2441
482	2275	2435
483	2277	2428
484	2280	2421
485	2283	2414
486	2285	2407
487	2289	2401
488	2292	2395
489	2294	2388
490	2297	2382
491	2301	2375
492	2304	2369
493	2307	2363
494	2311	2358
495	2314	2351
496	2317	2345
497	2321	2340
498	2325	2335
499	2329	2329
500	2332	2322
501	2335	2316
502	2339	2311
503	2344	2307
504	2347	2301
505	2351	2295
506	2356	2291
507	2359	2285
508	2363	2279
509	2366	2273
510	2370	2268
511	2374	2263
512	2378	2257
513	2381	2251
514	2385	2246
515	2389	2241
516	2392	2235
517	2395	2229
518	2399	2223
519	2402	2218
520	2405	2211
521	2408	2205
522	2411	2199
523	2414	2193
524	2419	2189
525	2422	2183
526	2426	2177
527	2429	2171
528	2432	2165
529	2436	2160
530	2440	2155
531	2443	2149
532	2447	2144
533	2451	2139
534	2455	2133
535	2458	2127
536	2462	2122
537	2466	2118
538	2470	2113
539	2473	2107
540	2476	2101
541	2479	2095
542	2484	2091
543	2487	2085
544	2491	2079
545	2494	2074
546	2499	2070
547	2503	2064
548	2506	2059
549	2509	2053
550	2512	2047
551	2517	2042
552	2520	2037
553	2522	2031
554	2525	2025
555	2529	2019
556	2532	2013
557	2534	2007
558	2537	2001
559	2540	1995
560	2543	1990
561	2546	1984
562	2548	1978
563	2551	1972
564	2554	1966
565	2557	1960
566	2560	1955
567	2562	1949
568	2565	1943
569	2568	1937
570	2571	1931
571	2573	1925
572	2576	1920
573	2579	1914
574	2582	1908
575	2585	1903
576	2588	1897
577	2591	1891
578	2593	1886
579	2596	1880
580	2599	1874
581	2602	1869
582	2605	1863
583	2608	1858
584	2611	1852
585	2614	1847
586	2617	1841
587	2620	1836
588	2623	1830
589	2626	1824
590	2629	1819
591	2631	1813
592	2634	1808
593	2637	1802
594	2640	1797
595	2643	1791
596	2647	1787
597	2650	1781
598	2652	1776
599	2655	1770
600	2659	1765
601	2662	1760
602	2666	1755
603	2670	1750
604	2674	1745
605	2677	1740
606	2681	1735
607	2684	1730
608	2687	1725
609	2690	1719
610	2693	1714
611	2696	1709
612	2699	1704
613	2702	1698
614	2705	1693
615	2707	1688
616	2711	1683
617	2715	1678
618	2718	1672
619	2721	1667
620	2724	1662
621	2728	1658
622	2731	1652
623	2734	1647
624	2737	1642
625	2741	1637
626	2745	1633
627	2749	1628
628	2752	1623
629	2755	1618
630	2758	1613
631	2761	1607
632	2765	1603
633	2768	1598
634	2771	1592
635	2773	1587
636	2777	1582
637	2780	1577
638	2783	1572
639	2786	1567
640	2789	1562
641	2793	1557
642	2796	1552
643	2799	1547
644	2802	1542
645	2805	1537
646	2809	1532
647	2813	1528
648	2816	1523
649	2819	1518
650	2822	1513
651	2825	1508
652	2828	1503
653	2831	1497
654	2834	1492
655	2837	1488
656	2841	1483
657	2844	1478
658	2847	1473
659	2850	1468
660	2853	1463
661	2857	1458
662	2860	1453
663	2863	1448
664	2866	1443
665	2869	1438
666	2873	1434
667	2876	1429
668	2879	1424
669	2883	1420
670	2886	1415
671	2890	1410
672	2893	1405
673	2895	1400
674	2899	1395
675	2902	1391
676	2906	1386
677	2908	1381
678	2911	1376
679	2914	1371
680	2917	1366
681	2921	1362
682	2924	1357
683	2927	1352
684	2930	1347
685	2933	1342
686	2938	1338
687	2941	1333
688	2944	1329
689	2947	1324
690	2950	1319
691	2954	1314
692	2957	1310
693	2960	1305
694	2963	1300
695	2966	1295
696	2970	1291
697	2974	1286
698	2977	1282
699	2980	1277
700	2982	1272
701	2987	1268
702	2990	1263
703	2993	1258
704	2997	1254
705	3001	1250
706	3005	1245
707	3008	1240
708	3012	1236
709	3015	1231
710	3020	1227
711	3023	1223
712	3026	1218
713	3030	1213
714	3035	1209
715	3039	1205
716	3042	1200
717	3044	1195
718	3048	1191
719	3051	1186
720	3054	1182
721	3057	1177
722	3061	1172
723	3065	1168
724	3069	1164
725	3072	1159
726	3074	1154
727	3078	1150
728	3082	1145
729	3085	1141
730	3088	1136
731	3091	1131
732	3094	1127
733	3098	1122
734	3101	1118
735	3104	1113
736	3107	1108
737	3110	1104
738	3114	1099
739	3117	1095
740	3120	1090
741	3124	1086
742	3127	1081
743	3131	1077
744	3134	1072
745	3138	1068
746	3141	1063
747	3144	1059
748	3147	1054
749	3151	1050
750	3154	1045
751	3158	1041
752	3162	1037
753	3165	1032
754	3168	1028
755	3171	1023
756	3174	1019
757	3179	1014
758	3182	1010
759	3185	1006
760	3188	1001
761	3191	996
762	3196	992
763	3199	988
764	3202	983
765	3205	979
766	3208	974
767	3212	970
768	3215	965
769	3219	961
770	3222	957
771	3226	952
772	3230	948
773	3233	944
774	3236	939
775	3239	935
776	3243	930
777	3246	926
778	3249	921
779	3252	917
780	3256	913
781	3259	908
782	3262	904
783	3266	900
784	3269	895
785	3272	891
786	3276	886
787	3279	882
788	3282	877
789	3286	873
790	3289	869
791	3292	864
792	3295	860
793	3299	856
794	3302	851
795	3306	847
796	3309	842
797	3313	838
798	3316	834
799	3319	829
800	3323	825
801	3327	821
802	3329	816
803	3333	812
804	3336	808
805	3340	804
806	3343	799
807	3346	795
808	3349	790
809	3353	786
810	3357	782
811	3360	778
812	3363	773
813	3366	769
814	3371	765
815	3375	761
816	3379	756
817	3382	752
818	3385	748
819	3388	743
820	3391	739
821	3394	734
822	3397	730
823	3402	726
824	3406	722
825	3409	718
826	3413	714
827	3416	709
828	3420	705
829	3423	701
830	3427	696
831	3430	692
832	3434	688
833	3437	684
834	3440	679
835	3444	675
836	3447	671
837	3450	667
838	3453	662
839	3457	658
840	3460	654
841	3463	649
842	3466	645
843	3469	641
844	3473	637
845	3476	632
846	3479	628
847	3483	624
848	3487	620
849	3490	615
850	3493	611
851	3496	607
852	3501	603
853	3504	599
854	3507	594
855	3510	590
856	3513	586
857	3517	582
858	3520	577
859	3523	573
860	3526	569
861	3529	565
862	3533	560
863	3536	556
864	3539	552
865	3543	548
866	3546	543
867	3550	539
868	3554	535
869	3558	531
870	3561	527
871	3565	523
872	3569	519
873	3572	515
874	3575	510
875	3578	506
876	3583	502
877	3586	498
878	3589	494
879	3592	489
880	3595	485
881	3599	481
882	3602	477
883	3605	473
884	3608	468
885	3612	464
886	3630	462
887	3633	458
888	3636	453
889	3638	449
890	3641	445
891	3645	441
892	3648	437
893	3651	432
894	3654	428
895	3657	424
896	3661	420
897	3664	416
898	3667	411
899	3669	407
900	3672	403
901	3675	399
902	3679	395
903	3682	391
904	3685	386
905	3688	382
906	3691	378
907	3694	374
908	3697	370
909	3700	366
910	3703	361
911	3706	357
912	3710	353
913	3713	349
914	3716	345
915	3719	341
916	3722	336
917	3725	332
918	3728	328
919	3731	324
920	3734	320
921	3737	316
922	3740	312
923	3743	307
924	3747	303
925	3750	299
926	3754	295
927	3757	291
928	3760	287
929	3763	283
930	3766	279
931	3770	275
932	3774	271
933	3777	266
934	3780	262
935	3783	258
936	3786	254
937	3790	250
938	3793	246
939	3796	242
940	3799	238
941	3802	234
942	3805	230
943	3809	225
944	3812	221
945	3814	217
946	3817	213
947	3820	209
948	3824	205
949	3827	201
950	3830	197
951	3833	193
952	3836	189
953	3839	185
954	3842	181
955	3846	177
956	3849	172
957	3853	168
958	3856	164
959	3858	160
960	3862	156
961	3866	152
962	3869	148
963	3872	144
964	3874	140
965	3878	136
966	3882	132
967	3885	128
968	3888	124
969	3891	120
970	3894	116
971	3897	112
972	3900	108
973	3903	104
974	3906	100
975	3910	96
976	3913	92
977	3916	88
978	3919	84
979	3922	80
980	3925	76
981	3928	72
982	3932	68
983	3934	63
984	3938	59
985	3941	55
986	3945	51
987	3948	47
988	3951	43
989	3954	39
990	3957	35
991	3961	31
992	3964	27
993	3968	23
994	3970	19
995	3973	15
996	3977	11
997	3980	7
998	3983	3
999	3986	0
