iter	MultiClass
176	0.3752867479
177	0.3751173496
178	0.3747724405
179	0.3743311228
180	0.3741481154
181	0.3738721344
182	0.373566688
183	0.373321985
184	0.3731000503
185	0.3727788433
186	0.3721676745
187	0.3718917651
188	0.3713529421
189	0.3707971018
190	0.3704748391
191	0.3700872329
192	0.3697077597
193	0.3693643096
194	0.3690468363
195	0.3685172145
196	0.3682576144
197	0.3676648307
198	0.367344986
199	0.3669859238
200	0.3665835353
201	0.3661740199
202	0.365543497
203	0.3649129709
204	0.3643987515
205	0.3638286698
206	0.3633481462
207	0.3627974516
208	0.3624375177
209	0.3620043107
210	0.3615099432
211	0.3612469578
212	0.36100079
213	0.3605222134
214	0.3602339981
215	0.3599675219
216	0.3593565521
217	0.3591126832
218	0.358624763
219	0.3582618405
220	0.3581891544
221	0.3579220152
222	0.3577815487
223	0.3571434821
224	0.3566024315
225	0.3560656972
226	0.3556427637
227	0.3552978667
228	0.3549136801
229	0.3544896835
230	0.3541874018
231	0.3537705486
232	0.3534140442
233	0.3530842273
234	0.3526210365
235	0.3523237263
236	0.3519177878
237	0.3515330586
238	0.3509203427
239	0.3507369582
240	0.3504011843
241	0.3501056872
242	0.3495273864
243	0.3488852184
244	0.3484773745
245	0.3483535944
246	0.3479049426
247	0.34743066
248	0.3471448793
249	0.3467699715
250	0.3462959843
251	0.346047661
252	0.3456616475
253	0.345248622
254	0.3449328131
255	0.3447026154
256	0.3440916338
257	0.3436110221
258	0.3432937773
259	0.3430151229
260	0.3426341726
261	0.3422647728
262	0.3419449389
263	0.3416594446
264	0.3411247729
265	0.3404351001
266	0.3402441842
267	0.3400801738
268	0.3398160773
269	0.3394746131
270	0.3391964774
271	0.3389898128
272	0.3388395451
273	0.3385899906
274	0.3382151139
275	0.3377974832
276	0.3375189321
277	0.3374037026
278	0.3368772488
279	0.3364733274
280	0.3361396756
281	0.3357908851
282	0.3353483162
283	0.3350061718
284	0.334766414
285	0.334477761
286	0.3341962564
287	0.3338910596
288	0.3333921488
289	0.3331389454
290	0.3326455241
291	0.3321463016
292	0.3316535606
293	0.3313796773
294	0.3310362823
295	0.3306863549
296	0.3302051136
297	0.3298352872
298	0.3293814874
299	0.3291079914
300	0.3288735195
301	0.3284204102
302	0.3279982237
303	0.3277478368
304	0.3275346729
305	0.3270717703
306	0.3264601134
307	0.3260468509
308	0.3254218492
309	0.3252174703
310	0.3248821908
311	0.324551439
312	0.3242660379
313	0.3240346842
314	0.3238297014
315	0.3234781201
316	0.3231643383
317	0.3229108283
318	0.3226622477
319	0.3222525479
320	0.3220242668
321	0.3217454941
322	0.3215945108
323	0.3213848095
324	0.3209859845
325	0.3207177161
326	0.32045741
327	0.320180489
328	0.3198273064
329	0.3195403351
330	0.3194724123
331	0.3191278504
332	0.318814845
333	0.3182054435
334	0.3178865224
335	0.3177215368
336	0.317432644
337	0.3171314573
338	0.3169772017
339	0.3166236077
340	0.3162533334
341	0.3157904727
342	0.3154880524
343	0.3152002186
344	0.314950791
345	0.3146093375
346	0.3142667763
347	0.31392995
348	0.3136602242
349	0.3133260528
350	0.3129911859
351	0.312626157
352	0.312324295
353	0.3119948888
354	0.3115698062
355	0.311301708
356	0.311138043
357	0.3109369177
358	0.3107038749
359	0.3105913089
360	0.3101793475
361	0.3098105062
362	0.3095259335
363	0.3092680582
364	0.309085817
365	0.3087787637
366	0.3084229421
367	0.3080423953
368	0.3078445652
369	0.3074400583
370	0.3071150503
371	0.3066103102
372	0.3060910902
373	0.3054727381
374	0.3052538817
375	0.3051031007
376	0.3049026125
377	0.3047031151
378	0.3043934452
379	0.304347379
380	0.3041208198
381	0.3036590885
382	0.3033896583
383	0.3032805665
384	0.3028647759
385	0.3024234275
386	0.3019819464
387	0.3016813373
388	0.3012656182
389	0.3009983108
390	0.300554634
391	0.3002129512
392	0.2999339594
393	0.2995281577
394	0.299380319
395	0.299197602
396	0.2990416943
397	0.2987299341
398	0.2983347386
399	0.2981214827
400	0.2978257215
401	0.2975913129
402	0.2973025024
403	0.2970514628
404	0.2965763224
405	0.2964267721
406	0.2961025621
407	0.2957829596
408	0.2954514494
409	0.2951634479
410	0.2949118183
411	0.2947478869
412	0.294479702
413	0.2941032487
414	0.2938545237
415	0.2934789883
416	0.2932170864
417	0.2929554846
418	0.2927039185
419	0.2923790491
420	0.2920267216
421	0.2918520792
422	0.2915042657
423	0.2912942379
424	0.290981255
425	0.2906897862
426	0.2904873649
427	0.2902480628
428	0.290061839
429	0.2898044563
430	0.2895814545
431	0.2893822047
432	0.2890432333
433	0.2888252289
434	0.2885907273
435	0.2883941993
436	0.2879797932
437	0.2877839533
438	0.2874113602
439	0.2871781342
440	0.2868797083
441	0.2866374634
442	0.2864244948
443	0.2862607413
444	0.2861246966
445	0.2858927243
446	0.2855696527
447	0.2852627313
448	0.2848765744
449	0.2846485268
450	0.2843810901
451	0.2842971091
452	0.2840889515
453	0.283779785
454	0.2834988356
455	0.283389002
456	0.2831369987
457	0.2827457094
458	0.2826005539
459	0.2822220045
460	0.2819652628
461	0.2818157215
462	0.2816306135
463	0.2814342082
464	0.2810238926
465	0.280735517
466	0.2803618104
467	0.2801315977
468	0.2799144812
469	0.2796840601
470	0.2793445019
471	0.2791471202
472	0.2789146094
473	0.2786252089
474	0.2784281708
475	0.2782065181
476	0.2780247774
477	0.2777490667
478	0.2775221583
479	0.2773120042
480	0.2770718754
481	0.2767643616
482	0.2765952253
483	0.2764181973
484	0.2762848872
485	0.2761124932
486	0.2760100168
487	0.2757740417
488	0.275473404
489	0.2752330115
490	0.2749408976
491	0.2745525903
492	0.274382939
493	0.2741175435
494	0.2737136897
495	0.2734998763
496	0.2732814703
497	0.2731367141
498	0.2728350369
499	0.272652857
500	0.2723938097
501	0.2720280528
502	0.2717790353
503	0.2716465287
504	0.2714243146
505	0.2711496396
506	0.2707625552
507	0.2705528024
508	0.2702624359
509	0.2701253538
510	0.2697432458
511	0.2694747986
512	0.2692197642
513	0.2690326262
514	0.2685794296
515	0.2683448102
516	0.2679880532
517	0.2678223536
518	0.2676318612
519	0.2675183505
520	0.2672979905
521	0.2670438461
522	0.2667524274
523	0.2666029924
524	0.2663580659
525	0.2661376059
526	0.2658634601
527	0.265721308
528	0.2655277795
529	0.2652470261
530	0.2651027836
531	0.2649123124
532	0.2646616938
533	0.2644407871
534	0.2641913436
535	0.264016525
536	0.2638358107
537	0.2635940476
538	0.2634482082
539	0.2632412145
540	0.2631370884
541	0.2630136677
542	0.2627336227
543	0.2625430172
544	0.2624628619
545	0.2621911723
546	0.2618880218
547	0.2617495032
548	0.2614831461
549	0.26115723
550	0.2609478096
551	0.2607014597
552	0.2604935347
553	0.2602234915
554	0.259996923
555	0.2599059794
556	0.2596663173
557	0.2595368616
558	0.259418909
559	0.259215673
560	0.25884587
561	0.2586772601
562	0.2584764476
563	0.2583423875
564	0.2579385755
565	0.2578133981
566	0.2576443956
567	0.2575380489
568	0.257428318
569	0.2570401492
570	0.2568333454
571	0.2566029676
572	0.2561468255
573	0.2559379908
574	0.2557536428
575	0.2555545947
576	0.2553698807
577	0.2549934808
578	0.2547838287
579	0.2546673798
580	0.2545708809
581	0.2542856155
582	0.2540010023
583	0.2537222547
584	0.2535085061
585	0.2532131956
586	0.2529566187
587	0.2527532491
588	0.2526217918
589	0.2524651295
590	0.2521415809
591	0.2520026081
592	0.2518569824
593	0.2517399624
594	0.2514202138
595	0.2512880617
596	0.251010383
597	0.2508806944
598	0.2507821344
599	0.2505076782
600	0.2502910251
601	0.2499558197
602	0.2497694575
603	0.2495965078
604	0.2493115933
605	0.249080395
606	0.2489343951
607	0.2486655769
608	0.2483934465
609	0.2481834314
610	0.2479846939
611	0.2477606017
612	0.2476192191
613	0.2474471723
614	0.2471875438
615	0.2469608594
616	0.2468143857
617	0.2465960041
618	0.2464434017
619	0.2462219132
620	0.2459070416
621	0.2457070056
622	0.2455185668
623	0.2453322011
624	0.2451478662
625	0.2449584766
626	0.2447297437
627	0.2445356768
628	0.2443046801
629	0.2439664451
630	0.2437330583
631	0.2435880727
632	0.2434054651
633	0.2431732467
634	0.2429146529
635	0.2427716843
636	0.2425591312
637	0.2424090801
638	0.2422879602
639	0.2420705971
640	0.2418617331
641	0.2417586596
642	0.2415820867
643	0.2413531414
644	0.2411896769
645	0.2410651134
646	0.2408237177
647	0.2405978062
648	0.2404329723
649	0.2402878273
650	0.2401127223
651	0.2399287483
652	0.2397562127
653	0.2396156937
654	0.2394387721
655	0.2392034692
656	0.2390481783
657	0.2387614534
658	0.2385991872
659	0.2382370155
660	0.2380394839
661	0.2378652593
662	0.2377687677
663	0.2375619386
664	0.2372936074
665	0.2372056557
666	0.2370154772
667	0.2369234528
668	0.2366950544
669	0.2365173277
670	0.2363214444
671	0.2360219079
672	0.2359048284
673	0.2356649544
674	0.2354721792
675	0.2353526228
676	0.235177326
677	0.2350553981
678	0.2348306439
679	0.234592698
680	0.2342901843
681	0.2340468007
682	0.233904202
683	0.2336527849
684	0.2335207191
685	0.233405304
686	0.2333189799
687	0.2330881888
688	0.2329501992
689	0.2327089999
690	0.232447262
691	0.2322318304
692	0.2319376703
693	0.2316629194
694	0.2314868975
695	0.2311858625
696	0.2310003811
697	0.2309145645
698	0.2307538102
699	0.2306650322
700	0.2305392455
701	0.2304030858
702	0.2301356529
703	0.2299552314
704	0.2297896833
705	0.2296167548
706	0.2295140243
707	0.229232823
708	0.2290631529
709	0.2289108157
710	0.228773803
711	0.2286953642
712	0.2285201768
713	0.2284425254
714	0.2282216878
715	0.2280769223
716	0.2279283352
717	0.2277667573
718	0.2274525876
719	0.2271940504
720	0.2269648496
721	0.2268146043
722	0.2266060559
723	0.2262870685
724	0.2260659837
725	0.2259469201
726	0.2258045516
727	0.2256571434
728	0.2255862741
729	0.2254288991
730	0.2252724351
731	0.2250994409
732	0.2249230768
733	0.2248635781
734	0.2246150115
735	0.2244548319
736	0.22437132
737	0.2241717168
738	0.2239421051
739	0.2238538718
740	0.2236489275
741	0.2233865691
742	0.2231645997
743	0.2230932449
744	0.2227229452
745	0.2225671857
746	0.2223537833
747	0.2222004946
748	0.2220060487
749	0.2218110036
750	0.2216806109
751	0.2214672769
752	0.2213450919
753	0.221170077
754	0.2209951271
755	0.2209141582
756	0.2207784908
757	0.2205844776
758	0.2202937802
759	0.2199789351
760	0.2198598955
761	0.2196821352
762	0.2193591943
763	0.2191265881
764	0.2190266586
765	0.2187686316
766	0.2185857837
767	0.2183926032
768	0.2182511991
769	0.2181772876
770	0.2180469042
771	0.2178462043
772	0.217753504
773	0.2174503219
774	0.2173417439
775	0.2172012559
776	0.2171196805
777	0.216961189
778	0.2168264094
779	0.2166698497
780	0.21642153
781	0.2162915357
782	0.216014627
783	0.2157381353
784	0.2155321625
785	0.2153847331
786	0.2152992075
787	0.2151402718
788	0.2149840082
789	0.214771151
790	0.2145714003
791	0.2143584845
792	0.2142433555
793	0.2140564501
794	0.2139976036
795	0.2138995929
796	0.2137844248
797	0.2135723772
798	0.2133862703
799	0.2131848165
800	0.2130309135
801	0.2128339518
802	0.2126905174
803	0.2123891949
804	0.2122108537
805	0.2119243799
806	0.2117386623
807	0.2116166692
808	0.2114330745
809	0.2112256569
810	0.2110460239
811	0.2107386361
812	0.2104876839
813	0.2103317746
814	0.2101410116
815	0.2099847317
816	0.2098992621
817	0.2098080771
818	0.2096479027
819	0.2095012551
820	0.209401721
821	0.2092213657
822	0.2090358776
823	0.2088860999
824	0.2087305093
825	0.2084785304
826	0.2083312547
827	0.2081266159
828	0.2079556253
829	0.2078612574
830	0.2077721604
831	0.2075543304
832	0.2074062909
833	0.2072742513
834	0.2071603706
835	0.2069191285
836	0.2067679748
837	0.2066427854
838	0.2064541161
839	0.206231032
840	0.2061283902
841	0.2059609552
842	0.2058765143
843	0.2056592918
844	0.2054157307
845	0.2052421625
846	0.2050452701
847	0.204836391
848	0.204707501
849	0.2045396794
850	0.204428553
851	0.2042007501
852	0.20393337
853	0.2037377773
854	0.2036611094
855	0.203606678
856	0.2035635887
857	0.2034021279
858	0.2032617377
859	0.2030862558
860	0.2029534451
861	0.2027323406
862	0.202581322
863	0.2024954304
864	0.2023437105
865	0.2022500069
866	0.2020531716
867	0.2019657272
868	0.2017652819
869	0.2015430827
870	0.2014431838
871	0.2013002716
872	0.2011476403
873	0.2010605108
874	0.2009756376
875	0.2008590636
876	0.2006182924
877	0.200401048
878	0.2002575654
879	0.200025156
880	0.1999544383
881	0.1996228922
882	0.1994079766
883	0.1992908463
884	0.1991133713
885	0.1990145345
886	0.198754296
887	0.1985806768
888	0.1984284863
889	0.1983012786
890	0.19818529
891	0.1980604572
892	0.1977755422
893	0.1976768766
894	0.1974385727
895	0.1972698695
896	0.1970398391
897	0.1968089258
898	0.1966888279
899	0.1965151428
900	0.1963442209
901	0.1962960228
902	0.1960793421
903	0.1958926709
904	0.1958232149
905	0.1956959999
906	0.1956207686
907	0.1954185269
908	0.1953329357
909	0.1951527306
910	0.1949642635
911	0.1949092755
912	0.194787235
913	0.1946038998
914	0.1945632795
915	0.194400539
916	0.1941854617
917	0.1940687912
918	0.1939788462
919	0.1937401911
920	0.1936277051
921	0.193437281
922	0.1933630913
923	0.1932540616
924	0.193101971
925	0.1928065416
926	0.1925665637
927	0.1925098948
928	0.1923812225
929	0.1922458764
930	0.1920921567
931	0.1919816185
932	0.1918884853
933	0.1917080439
934	0.1915464631
935	0.1914385648
936	0.1913162086
937	0.1911366496
938	0.191015788
939	0.1908298957
940	0.1907223176
941	0.1905158776
942	0.1903281703
943	0.1901565366
944	0.1900793193
945	0.1899828103
946	0.1898726555
947	0.1897750701
948	0.189585035
949	0.189432619
950	0.1893437788
951	0.1892537499
952	0.1891337784
953	0.1889638843
954	0.1889026534
955	0.188789923
956	0.1886466952
957	0.1884457079
958	0.1882916178
959	0.1881421223
960	0.1880288646
961	0.1879502133
962	0.1878860231
963	0.1878166151
964	0.1877299787
965	0.1876430519
966	0.1874715655
967	0.1873857592
968	0.187309863
969	0.187111739
970	0.1870130583
971	0.18689638
972	0.1868145516
973	0.1866382657
974	0.1864952762
975	0.1863632302
976	0.1861605263
977	0.1860381208
978	0.1858956767
979	0.1857672367
980	0.185567563
981	0.1854227771
982	0.185329784
983	0.1852237524
984	0.1851204231
985	0.1849473266
986	0.1847210143
987	0.1845716491
988	0.1844813306
989	0.1842828622
990	0.1841313404
991	0.1840711752
992	0.183920789
993	0.1837683534
994	0.1836592223
995	0.1835179833
996	0.183418155
997	0.1832360517
998	0.1831983048
999	0.1830650712
